date,deaths,temp,ozone,hum
31aug2003,139,13.92,34.94,47.47
01sep2003,131,15.11,35.84,47.62
02sep2003,153,14.90,17.89,51.25
03sep2003,148,17.29,19.57,48.60
04sep2003,157,16.98,30.11,49.40
05sep2003,150,18.81,43.68,47.75
06sep2003,137,17.17,47.11,66.20
07sep2003,137,13.76,25.96,58.33
08sep2003,138,15.75,24.75,56.60
09sep2003,147,15.98,32.14,50.90
10sep2003,161,16.56,28.64,80.85
11sep2003,120,13.45,10.88,76.03
12sep2003,133,16.12,26.76,56.08
13sep2003,134,16.67,31.45,51.38
14sep2003,141,17.91,36.18,45.17
15sep2003,142,18.00,32.11,45.38
16sep2003,150,18.89,38.72,45.00
17sep2003,134,18.85,64.36,43.47
18sep2003,144,16.52,62.27,68.12
19sep2003,151,17.46,47.45,65.68
20sep2003,118,18.70,51.36,59.65
21sep2003,145,19.61,57.36,61.15
22sep2003,143,16.84,40.36,79.45
23sep2003,139,10.79,25.27,53.15
24sep2003,129,10.19,15.27,57.60
25sep2003,138,12.41,18.91,55.22
26sep2003,138,13.22,23.73,62.97
27sep2003,130,13.31,28.09,61.70
28sep2003,143,12.03,24.64,70.75
29sep2003,152,11.47,25.36,55.80
30sep2003,143,14.35,26.73,52.92
01oct2003,155,14.18,25.27,68.82
02oct2003,152,14.72,9.82,86.22
03oct2003,148,15.14,17.09,77.10
04oct2003,144,10.75,38.55,64.35
05oct2003,137,7.99,41.15,44.65
06oct2003,141,11.18,48.09,57.58
07oct2003,160,11.56,49.00,52.50
08oct2003,145,12.56,24.18,71.12
09oct2003,169,14.69,29.55,61.25
10oct2003,162,15.55,25.09,73.22
11oct2003,152,12.49,17.09,62.05
12oct2003,147,11.76,27.82,60.62
13oct2003,170,13.40,15.82,66.12
14oct2003,147,12.93,13.36,57.60
15oct2003,125,10.99,17.98,51.28
16oct2003,149,10.61,16.73,57.65
17oct2003,159,10.02,14.64,59.53
18oct2003,160,9.90,15.00,65.00
19oct2003,144,9.41,48.64,62.88
20oct2003,153,8.69,42.36,52.95
21oct2003,141,5.97,15.29,66.05
22oct2003,160,6.03,17.15,82.22
23oct2003,146,7.32,27.05,54.30
24oct2003,167,5.12,10.30,65.47
25oct2003,171,5.17,17.44,66.53
26oct2003,163,7.44,29.52,70.30
27oct2003,159,6.19,9.60,65.55
28oct2003,172,5.87,14.39,67.22
29oct2003,146,7.29,20.77,85.45
30oct2003,166,6.69,19.59,82.97
31oct2003,191,9.81,14.40,82.03
01nov2003,139,9.11,21.76,70.82
02nov2003,190,10.02,48.09,84.57
03nov2003,166,11.48,39.36,63.75
04nov2003,173,9.98,18.35,78.62
05nov2003,163,12.34,20.12,68.60
06nov2003,165,12.95,4.22,78.25
07nov2003,154,10.21,6.05,64.35
08nov2003,154,8.47,12.29,66.38
09nov2003,145,7.29,3.14,91.05
10nov2003,176,10.85,3.83,82.68
11nov2003,167,9.42,4.13,91.65
12nov2003,166,11.04,15.62,81.95
13nov2003,162,9.28,26.18,84.47
14nov2003,177,11.43,55.02,62.80
15nov2003,174,10.61,31.32,71.78
16nov2003,167,7.47,20.58,72.90
17nov2003,169,7.94,17.13,88.62
18nov2003,131,12.48,28.20,81.50
19nov2003,156,13.18,29.08,82.60
20nov2003,145,11.73,24.77,84.80
21nov2003,174,9.86,8.43,92.10
22nov2003,172,8.30,13.54,94.12
23nov2003,141,6.82,40.49,92.20
24nov2003,122,7.26,18.43,84.55
25nov2003,159,7.12,22.02,85.28
26nov2003,174,8.73,36.44,77.28
27nov2003,159,5.04,2.85,81.40
28nov2003,166,5.41,11.74,78.10
29nov2003,159,8.19,27.02,88.20
30nov2003,174,8.06,11.84,88.20
01dec2003,164,8.87,10.78,90.68
02dec2003,152,8.28,7.84,86.62
03dec2003,183,8.06,2.85,94.22
04dec2003,173,8.19,28.24,80.62
05dec2003,150,7.51,19.35,80.57
06dec2003,176,5.79,31.67,77.57
07dec2003,160,3.67,27.54,60.08
08dec2003,161,3.08,4.42,79.78
09dec2003,156,5.63,2.95,81.58
10dec2003,153,4.32,3.53,94.90
11dec2003,155,6.93,16.35,92.03
12dec2003,153,7.93,16.45,89.85
13dec2003,170,10.69,43.91,91.38
14dec2003,181,7.89,49.91,67.57
15dec2003,169,3.91,12.82,66.40
16dec2003,165,1.76,2.73,77.15
17dec2003,164,4.38,4.09,74.00
18dec2003,176,4.65,3.55,81.28
19dec2003,180,5.18,2.27,84.85
20dec2003,177,8.64,26.36,85.88
21dec2003,135,5.34,45.45,67.35
22dec2003,165,2.16,21.36,75.55
23dec2003,158,5.01,9.18,93.07
24dec2003,200,8.40,26.45,83.10
25dec2003,200,10.12,60.27,80.55
26dec2003,186,9.84,56.09,89.82
27dec2003,166,5.68,46.64,79.12
28dec2003,164,3.85,39.82,73.07
29dec2003,183,2.42,10.73,92.60
30dec2003,193,3.12,2.64,93.80
31dec2003,194,2.56,7.91,93.15
01jan2004,208,4.44,37.18,89.52
02jan2004,172,3.75,16.64,81.72
03jan2004,177,1.12,5.00,80.98
04jan2004,215,4.69,4.45,89.97
05jan2004,208,7.09,11.45,93.38
06jan2004,181,9.49,27.18,80.85
07jan2004,192,8.09,28.64,78.75
08jan2004,178,9.11,42.45,81.28
09jan2004,175,7.00,33.18,72.97
10jan2004,176,7.85,19.09,87.72
11jan2004,192,8.90,53.55,76.10
12jan2004,177,6.70,32.35,87.07
13jan2004,179,7.79,50.29,63.67
14jan2004,154,5.12,33.69,85.15
15jan2004,167,5.06,37.00,82.65
16jan2004,163,6.11,41.09,63.10
17jan2004,166,2.93,22.18,82.47
18jan2004,196,3.31,25.36,73.75
19jan2004,191,6.41,33.18,75.62
20jan2004,176,9.49,19.91,92.07
21jan2004,179,8.34,17.45,87.57
22jan2004,165,7.13,21.09,84.00
23jan2004,170,6.88,17.09,83.70
24jan2004,158,6.44,24.18,74.72
25jan2004,163,3.82,10.82,79.88
26jan2004,160,3.04,15.97,79.60
27jan2004,172,3.16,26.58,72.10
28jan2004,170,1.54,35.65,69.06
29jan2004,167,0.70,22.76,72.47
30jan2004,169,3.84,30.55,72.95
31jan2004,164,8.52,58.91,87.25
01feb2004,162,10.64,62.91,77.72
02feb2004,196,11.86,51.82,83.90
03feb2004,161,13.21,42.45,79.55
04feb2004,155,14.19,44.27,69.82
05feb2004,179,12.23,30.70,88.25
06feb2004,149,10.12,41.19,89.72
07feb2004,165,7.86,55.10,65.40
08feb2004,169,5.90,58.75,55.25
09feb2004,146,1.88,15.16,64.43
10feb2004,178,4.44,14.32,67.68
11feb2004,153,8.34,20.87,78.68
12feb2004,145,9.03,12.05,83.10
13feb2004,158,8.39,5.78,71.95
14feb2004,151,7.76,7.85,83.32
15feb2004,142,6.91,29.30,83.50
16feb2004,160,6.03,19.61,72.75
17feb2004,151,5.49,9.63,90.40
18feb2004,136,5.77,40.00,80.05
19feb2004,147,4.79,50.58,64.88
20feb2004,147,1.94,27.33,71.90
21feb2004,150,3.18,21.01,77.43
22feb2004,150,3.81,61.00,67.00
23feb2004,149,2.63,27.53,66.42
24feb2004,144,1.69,15.05,80.22
25feb2004,147,1.50,23.85,57.52
26feb2004,167,0.62,22.18,58.93
27feb2004,175,0.34,18.61,73.47
28feb2004,154,0.53,19.80,83.35
29feb2004,145,2.33,37.02,72.93
01mar2004,151,1.37,23.28,65.84
02mar2004,143,2.41,17.33,63.72
03mar2004,175,4.57,28.10,67.07
04mar2004,152,7.07,14.75,85.55
05mar2004,169,7.03,7.43,84.62
06mar2004,146,6.40,17.43,78.75
07mar2004,167,5.39,32.96,82.20
08mar2004,157,5.21,48.59,66.88
09mar2004,160,4.38,57.51,60.70
10mar2004,164,2.64,44.83,72.28
11mar2004,156,3.77,39.84,69.35
12mar2004,164,3.49,18.75,87.60
13mar2004,149,7.59,45.12,72.93
14mar2004,128,8.74,67.06,88.05
15mar2004,178,10.73,55.28,79.30
16mar2004,156,13.60,44.01,74.80
17mar2004,151,10.38,21.34,80.70
18mar2004,155,10.27,33.58,77.12
19mar2004,141,9.79,58.87,79.40
20mar2004,173,10.70,66.24,85.10
21mar2004,143,9.24,75.63,56.60
22mar2004,159,7.20,44.42,68.15
23mar2004,146,5.86,37.48,73.10
24mar2004,146,6.14,42.39,78.75
25mar2004,165,4.76,21.07,73.90
26mar2004,126,5.24,32.65,66.32
27mar2004,149,6.64,10.30,85.45
28mar2004,142,7.95,27.61,79.03
29mar2004,147,9.83,19.58,65.72
30mar2004,143,9.70,41.56,51.75
31mar2004,176,12.09,23.38,49.15
01apr2004,142,12.94,42.09,69.12
02apr2004,150,12.40,51.45,70.60
03apr2004,153,10.50,64.45,81.15
04apr2004,131,9.79,70.09,60.17
05apr2004,154,8.86,53.91,65.30
06apr2004,143,6.92,50.09,74.32
07apr2004,135,6.96,29.73,59.05
08apr2004,141,6.38,34.22,66.70
09apr2004,151,7.26,42.52,65.38
10apr2004,151,8.12,29.25,83.45
11apr2004,158,6.44,27.21,63.83
12apr2004,131,9.64,17.91,60.90
13apr2004,141,10.84,21.36,66.07
14apr2004,157,10.45,28.00,59.03
15apr2004,144,10.24,35.07,49.38
16apr2004,152,13.09,48.40,43.55
17apr2004,158,10.69,55.45,58.85
18apr2004,128,8.17,64.45,90.68
19apr2004,166,8.07,40.64,71.88
20apr2004,156,7.91,39.64,59.05
21apr2004,143,12.38,40.36,81.43
22apr2004,133,11.19,38.82,61.80
23apr2004,157,12.24,32.64,45.15
24apr2004,133,14.79,47.55,47.20
25apr2004,147,15.02,39.82,55.35
26apr2004,143,14.10,32.82,47.67
27apr2004,150,14.09,36.82,65.68
28apr2004,136,12.35,35.82,85.30
29apr2004,126,8.42,54.36,88.25
30apr2004,143,10.11,49.18,88.75
01may2004,128,11.14,37.82,88.07
02may2004,121,13.02,47.18,64.85
03may2004,145,11.14,35.73,84.65
04may2004,131,8.76,50.91,87.15
05may2004,166,9.09,45.55,70.57
06may2004,145,10.82,31.45,65.10
07may2004,153,11.46,34.09,54.75
08may2004,133,10.84,33.91,89.55
09may2004,153,12.74,50.00,80.68
10may2004,140,15.24,49.36,72.35
11may2004,152,12.53,33.55,79.08
12may2004,143,10.61,51.64,72.70
13may2004,153,12.29,40.73,52.20
14may2004,132,14.51,30.18,54.83
15may2004,135,16.33,30.00,56.45
16may2004,156,17.19,36.09,52.42
17may2004,155,16.61,46.09,50.08
18may2004,140,17.54,47.36,51.45
19may2004,129,17.47,39.64,50.90
20may2004,151,17.26,31.64,59.05
21may2004,135,12.50,42.27,67.00
22may2004,132,10.18,53.55,43.83
23may2004,132,11.74,52.27,44.58
24may2004,145,13.70,42.45,42.75
25may2004,143,14.86,43.82,48.03
26may2004,138,14.36,37.73,60.00
27may2004,138,13.31,40.09,66.97
28may2004,153,13.59,52.00,47.75
29may2004,134,16.77,54.55,61.22
30may2004,132,15.41,46.55,59.22
31may2004,117,14.60,51.55,52.65
01jun2004,133,14.22,22.82,89.05
02jun2004,135,15.56,45.91,67.75
03jun2004,148,15.20,42.82,59.97
04jun2004,144,18.79,34.36,66.68
05jun2004,130,17.49,20.55,66.50
06jun2004,122,18.75,31.00,65.05
07jun2004,173,20.38,52.49,51.45
08jun2004,159,22.58,64.73,50.75
09jun2004,135,18.92,50.55,60.08
10jun2004,159,18.92,37.27,65.95
11jun2004,138,17.08,49.73,48.95
12jun2004,127,16.30,46.00,55.20
13jun2004,152,17.81,57.36,50.72
14jun2004,138,21.47,40.09,58.62
15jun2004,138,20.76,40.30,50.92
16jun2004,131,19.30,45.08,52.30
17jun2004,134,17.38,45.86,56.12
18jun2004,135,15.38,44.18,59.17
19jun2004,136,12.47,41.27,50.92
20jun2004,108,11.88,39.91,58.47
21jun2004,145,12.83,33.09,60.68
22jun2004,121,14.11,37.73,60.03
23jun2004,149,14.85,57.86,83.43
24jun2004,125,15.11,55.76,47.78
25jun2004,157,15.23,43.05,49.33
26jun2004,132,14.44,38.30,63.10
27jun2004,138,18.36,45.00,55.70
28jun2004,155,15.22,37.82,52.75
29jun2004,129,16.89,39.72,55.10
30jun2004,146,17.38,37.99,60.22
01jul2004,122,15.29,43.31,56.60
02jul2004,108,15.29,36.88,73.72
03jul2004,120,15.57,43.82,58.47
04jul2004,141,14.89,37.50,62.54
05jul2004,130,15.26,34.44,46.75
06jul2004,134,16.86,31.37,42.03
07jul2004,112,16.75,48.04,62.78
08jul2004,137,15.33,37.91,72.68
09jul2004,157,14.68,35.61,60.38
10jul2004,134,14.05,35.82,63.24
11jul2004,142,14.60,39.18,67.50
12jul2004,149,15.12,28.27,65.40
13jul2004,140,15.12,35.73,45.03
14jul2004,149,17.48,23.91,84.32
15jul2004,136,19.46,16.64,75.03
16jul2004,140,19.80,15.73,75.70
17jul2004,133,19.76,25.82,67.12
18jul2004,132,18.77,36.00,69.97
19jul2004,137,16.41,33.38,48.70
20jul2004,127,18.14,32.51,65.88
21jul2004,116,19.38,41.61,69.88
22jul2004,140,20.58,39.00,62.93
23jul2004,146,19.85,44.36,51.40
24jul2004,137,18.33,47.18,52.15
25jul2004,120,17.76,50.45,57.67
26jul2004,145,18.58,24.09,70.22
27jul2004,135,18.68,34.36,53.62
28jul2004,124,20.36,57.84,48.28
29jul2004,140,22.08,73.91,40.92
30jul2004,154,21.01,44.26,54.35
31jul2004,144,21.17,62.06,45.55
01aug2004,135,21.11,78.86,59.33
02aug2004,127,21.50,73.69,60.35
03aug2004,147,22.88,48.94,74.75
04aug2004,147,21.83,41.24,54.45
05aug2004,139,22.80,30.35,74.35
06aug2004,146,21.62,39.60,57.08
07aug2004,121,22.47,54.64,42.15
08aug2004,131,24.22,79.45,49.88
09aug2004,150,21.73,26.00,78.50
10aug2004,145,21.72,26.82,72.97
11aug2004,130,20.14,43.10,64.65
12aug2004,126,20.53,47.65,78.35
13aug2004,124,18.73,41.18,74.07
14aug2004,127,19.90,50.23,64.47
15aug2004,110,19.38,35.46,73.75
16aug2004,120,18.58,39.02,73.05
17aug2004,118,19.09,48.91,64.68
18aug2004,133,19.69,47.94,68.55
19aug2004,152,18.34,49.63,69.88
20aug2004,131,17.46,44.65,70.28
21aug2004,126,15.46,32.49,54.21
22aug2004,118,16.96,42.88,56.04
23aug2004,115,17.52,41.43,85.01
24aug2004,124,18.08,41.44,75.82
25aug2004,118,17.06,28.69,69.32
26aug2004,124,17.04,42.86,62.30
27aug2004,143,17.27,25.42,88.28
28aug2004,129,15.46,28.36,58.30
29aug2004,126,15.19,42.36,72.15
30aug2004,133,15.74,42.55,57.53
31aug2004,119,14.76,22.74,64.90
01sep2004,145,15.37,32.20,57.90
02sep2004,119,18.22,44.36,55.83
03sep2004,154,19.24,41.73,53.40
04sep2004,152,19.65,29.73,60.30
05sep2004,144,21.10,53.91,50.75
06sep2004,140,19.72,58.73,62.50
07sep2004,126,20.09,59.08,67.62
08sep2004,122,18.12,49.12,53.97
09sep2004,144,19.89,26.74,54.88
10sep2004,132,17.77,35.57,82.88
11sep2004,133,18.46,68.92,61.05
12sep2004,117,14.43,49.32,60.35
13sep2004,121,16.04,46.51,74.43
14sep2004,142,14.73,42.73,67.44
15sep2004,129,13.58,28.92,57.28
16sep2004,146,12.24,34.57,57.88
17sep2004,135,15.68,53.05,76.45
18sep2004,142,17.29,43.33,79.35
19sep2004,125,12.86,40.45,67.60
20sep2004,129,16.12,53.59,68.22
21sep2004,122,13.19,52.24,56.83
22sep2004,156,14.89,33.96,76.60
23sep2004,150,17.02,29.12,65.60
24sep2004,112,11.39,21.07,54.75
25sep2004,120,9.96,7.94,83.38
26sep2004,139,14.71,14.40,78.28
27sep2004,128,16.48,8.73,80.62
28sep2004,142,16.11,17.07,71.22
29sep2004,146,14.54,11.42,80.68
30sep2004,135,16.26,9.43,82.05
01oct2004,135,12.92,17.67,75.75
02oct2004,125,13.26,39.55,70.55
03oct2004,123,12.62,37.36,84.53
04oct2004,143,14.09,36.37,67.65
05oct2004,146,12.03,31.18,65.38
06oct2004,143,11.92,32.61,65.53
07oct2004,120,11.06,18.73,62.00
08oct2004,143,10.98,17.57,66.57
09oct2004,138,10.92,45.61,60.35
10oct2004,131,12.18,44.81,60.50
11oct2004,184,11.05,17.38,67.60
12oct2004,162,12.01,6.45,88.57
13oct2004,141,12.45,16.43,88.50
14oct2004,132,11.11,18.46,78.55
15oct2004,154,8.98,7.00,87.30
16oct2004,141,9.18,9.82,86.10
17oct2004,133,9.17,13.09,81.18
18oct2004,137,10.50,11.41,69.72
19oct2004,140,9.27,10.31,82.05
20oct2004,152,13.78,19.47,87.27
21oct2004,121,11.90,53.62,62.35
22oct2004,140,13.37,52.14,71.12
23oct2004,135,14.93,51.95,88.30
24oct2004,157,15.13,57.80,78.40
25oct2004,126,12.10,46.61,65.93
26oct2004,143,10.11,15.50,68.72
27oct2004,152,9.48,15.22,79.10
28oct2004,157,12.97,37.17,71.85
29oct2004,137,12.81,32.25,75.07
30oct2004,143,13.22,9.18,77.23
31oct2004,157,11.39,18.09,80.22
01nov2004,143,10.01,18.36,79.35
02nov2004,135,10.70,8.82,88.47
03nov2004,156,12.06,10.18,78.28
04nov2004,133,10.69,14.82,74.03
05nov2004,151,7.85,8.70,71.72
06nov2004,152,9.54,7.42,86.93
07nov2004,151,10.97,14.65,88.60
08nov2004,170,10.70,19.59,91.57
09nov2004,154,9.03,14.56,84.70
10nov2004,105,7.59,21.82,75.95
11nov2004,116,7.56,15.09,70.03
12nov2004,146,10.29,17.73,88.58
13nov2004,166,4.97,23.00,55.17
14nov2004,129,4.59,9.36,69.47
15nov2004,128,5.90,9.36,73.35
16nov2004,144,10.12,10.09,80.53
17nov2004,157,11.96,35.91,77.30
18nov2004,151,8.55,30.91,90.95
19nov2004,140,3.07,13.48,71.10
20nov2004,160,1.99,4.29,86.80
21nov2004,153,6.79,10.93,93.80
22nov2004,173,10.68,33.30,72.65
23nov2004,151,10.94,9.93,82.00
24nov2004,134,10.26,3.28,85.65
25nov2004,160,9.53,5.80,80.03
26nov2004,160,9.65,16.17,87.05
27nov2004,148,8.11,8.93,74.32
28nov2004,149,7.06,29.70,89.10
29nov2004,139,6.29,19.84,78.50
30nov2004,142,5.74,4.82,74.97
01dec2004,150,3.82,3.73,74.72
02dec2004,174,4.03,2.09,86.80
03dec2004,128,3.83,2.18,92.40
04dec2004,164,6.35,1.91,88.53
05dec2004,118,8.42,8.27,87.25
06dec2004,162,9.39,10.45,72.32
07dec2004,167,6.31,2.73,87.20
08dec2004,142,8.02,1.82,85.62
09dec2004,146,5.47,2.64,84.85
10dec2004,167,4.77,3.09,78.53
11dec2004,160,4.12,2.36,85.22
12dec2004,156,4.77,2.36,86.52
13dec2004,162,3.04,1.82,88.50
14dec2004,175,6.00,12.18,85.93
15dec2004,166,9.98,16.91,83.20
16dec2004,184,9.46,27.73,80.90
17dec2004,151,6.27,33.27,84.95
18dec2004,180,4.61,19.82,75.80
19dec2004,150,4.02,37.00,53.53
20dec2004,163,2.03,14.45,68.90
21dec2004,177,3.23,4.45,91.45
22dec2004,193,6.47,19.91,87.78
23dec2004,172,10.66,45.91,72.57
24dec2004,175,8.56,50.82,80.18
25dec2004,173,3.11,33.73,76.82
26dec2004,156,0.28,9.82,81.25
27dec2004,162,1.89,12.36,82.35
28dec2004,165,3.75,42.82,69.78
29dec2004,172,5.79,16.55,79.18
30dec2004,176,9.18,25.00,72.43
31dec2004,177,9.69,34.64,81.78
01jan2005,200,8.39,46.55,82.18
02jan2005,158,5.86,45.64,62.40
03jan2005,191,7.15,41.27,80.28
04jan2005,181,8.64,47.82,76.05
05jan2005,194,5.28,27.09,79.75
06jan2005,174,8.04,34.36,82.90
07jan2005,193,11.06,58.55,71.07
08jan2005,174,8.76,55.27,56.80
09jan2005,196,9.23,45.55,79.22
10jan2005,161,10.23,35.45,87.22
11jan2005,177,9.71,42.55,89.18
12jan2005,174,7.85,41.35,63.97
13jan2005,163,5.74,15.99,71.50
14jan2005,195,4.89,12.63,70.93
15jan2005,167,6.97,10.34,79.78
16jan2005,159,7.67,17.28,82.05
17jan2005,163,7.49,46.48,82.28
18jan2005,169,4.86,43.25,74.30
19jan2005,161,6.89,27.85,72.55
20jan2005,159,10.06,39.17,76.45
21jan2005,165,7.64,39.46,59.67
22jan2005,143,2.99,13.04,72.50
23jan2005,146,3.28,31.84,64.97
24jan2005,171,3.17,35.41,76.80
25jan2005,170,3.57,29.36,72.60
26jan2005,187,2.33,18.58,59.22
27jan2005,162,4.18,37.36,84.30
28jan2005,169,6.10,42.64,83.15
29jan2005,162,5.61,33.18,84.68
30jan2005,154,6.85,27.82,77.57
31jan2005,174,6.04,21.95,81.07
01feb2005,166,7.84,26.78,84.05
02feb2005,152,7.21,25.07,70.57
03feb2005,181,6.73,3.27,87.05
04feb2005,175,8.10,4.91,78.07
05feb2005,167,6.28,18.55,76.22
06feb2005,162,7.06,17.55,79.82
07feb2005,152,5.04,7.91,80.57
08feb2005,171,5.66,5.36,83.93
09feb2005,151,7.00,30.45,78.32
10feb2005,152,9.62,45.73,85.03
11feb2005,185,8.61,20.45,94.05
12feb2005,170,9.88,59.09,69.40
13feb2005,160,4.84,61.27,63.12
14feb2005,179,4.34,45.27,53.30
15feb2005,154,4.05,40.82,63.74
16feb2005,156,3.18,26.73,62.88
17feb2005,172,2.76,3.55,80.38
18feb2005,170,6.27,19.75,83.82
19feb2005,184,4.22,44.18,52.80
20feb2005,166,1.78,45.00,73.68
21feb2005,170,3.33,34.76,72.80
22feb2005,170,1.94,38.91,71.55
23feb2005,167,1.17,38.18,81.18
24feb2005,164,1.50,30.83,90.00
25feb2005,176,1.11,23.37,80.30
26feb2005,175,2.36,34.76,87.65
27feb2005,145,1.15,54.86,76.60
28feb2005,193,-0.60,23.65,69.35
01mar2005,182,2.65,28.81,87.15
02mar2005,172,2.11,23.36,84.30
03mar2005,173,1.32,48.36,65.50
04mar2005,195,1.34,19.73,84.74
05mar2005,194,3.04,42.09,63.45
06mar2005,164,1.26,60.55,66.43
07mar2005,178,3.09,14.18,75.10
08mar2005,189,5.64,20.09,68.70
09mar2005,182,6.18,21.09,69.05
10mar2005,160,6.53,7.45,73.85
11mar2005,181,6.68,39.91,60.62
12mar2005,147,5.32,47.82,53.90
13mar2005,152,3.07,27.36,62.40
14mar2005,183,5.22,29.28,61.83
15mar2005,174,8.20,47.69,78.72
16mar2005,166,13.96,60.52,67.40
17mar2005,187,14.75,49.41,66.65
18mar2005,163,14.15,32.55,62.92
19mar2005,174,13.66,13.36,67.24
20mar2005,143,11.14,9.36,82.90
21mar2005,177,10.80,14.00,67.82
22mar2005,162,12.56,41.27,81.18
23mar2005,146,12.66,42.82,66.88
24mar2005,170,12.96,30.45,74.22
25mar2005,160,12.05,39.45,67.40
26mar2005,201,10.62,31.00,65.22
27mar2005,146,8.87,42.36,82.65
28mar2005,164,10.02,47.27,68.35
29mar2005,161,7.99,24.00,92.28
30mar2005,141,8.99,3.18,93.18
31mar2005,152,9.48,3.64,89.47
01apr2005,140,12.04,22.73,68.82
02apr2005,131,13.13,27.73,41.97
03apr2005,165,13.16,54.09,55.22
04apr2005,143,10.60,41.73,80.22
05apr2005,141,8.23,53.73,57.78
06apr2005,164,10.48,64.73,74.78
07apr2005,154,9.64,56.36,67.10
08apr2005,126,5.38,43.64,67.15
09apr2005,138,4.69,53.73,51.60
10apr2005,153,10.86,46.64,56.85
11apr2005,189,11.19,28.09,54.53
12apr2005,156,9.87,26.64,71.80
13apr2005,150,9.76,44.55,76.25
14apr2005,126,9.19,46.73,74.82
15apr2005,134,6.65,11.45,85.23
16apr2005,161,6.25,25.64,69.60
17apr2005,144,8.24,47.36,48.03
18apr2005,152,11.33,48.73,57.47
19apr2005,134,9.02,27.51,64.25
20apr2005,134,7.96,30.27,67.22
21apr2005,139,10.48,39.91,50.55
22apr2005,138,10.94,35.45,42.92
23apr2005,150,11.24,24.45,66.75
24apr2005,140,10.76,53.09,64.25
25apr2005,149,10.54,23.82,87.70
26apr2005,145,11.26,49.09,70.25
27apr2005,164,10.72,48.10,70.12
28apr2005,141,11.66,43.91,69.28
29apr2005,152,14.39,48.73,62.08
30apr2005,167,17.11,31.82,75.28
01may2005,163,18.81,49.82,57.03
02may2005,137,17.02,58.55,66.05
